BFS_municipality_code,01-08,01-13,02-05,02-13,03-10,03-15,04-19,04-22,05-13,05-23,06-09,06-11,07-26,07-29,08-19,08-24,09-02,09-17,10-07,10-26,11-16,11-18,12-02,12-13
2703,17182.52,10379.19,17182.52,19657.28,10379.19,19578.65,17680.68,9749.6,9749.6,18758.58,8053.86,14677.2,17553.88,8924.43,8924.43,13421.62,8924.43,14677.2,9749.6,14165.72,15919.03,10775.3,10775.3,19895.0
