BFS_municipality_code,01-01,01-06,01-07,01-09,01-30,02-04,03-09,03-29,04-19,04-22,05-24,06-09,06-11,07-26,08-04,08-05,08-24,09-07,10-06,10-29
2703,16814.37,10379.19,10775.3,19657.28,19657.28,10775.3,15919.03,19578.65,17680.68,9749.6,17680.68,8053.86,14677.2,17553.88,8053.86,8924.43,13421.62,13421.62,9373.8,16389.75
