BFS_municipality_code,01-06,01-07,01-25,01-30,02-03,02-04,02-13,03-07,03-10,04-15,04-22,05-14,06-11,07-22,07-26,08-05,08-24,08-25,09-17,10-17
2703,2594.8,2693.82,4894.66,4914.32,2594.8,2693.82,4914.32,5087.99,2594.8,2437.4,2437.4,3854.59,3669.3,2231.11,4388.47,2231.11,3355.4,2013.46,3669.3,4689.64
