BFS_municipality_code,01-08,01-13,02-05,02-13,03-10,03-15,04-19,04-22,05-13,05-23,06-09,06-11,07-26,07-29,08-19,08-24,09-02,09-17,10-07,10-26,11-16,11-18,12-02,12-13
2703,28637.53,17298.65,28637.53,32762.14,17298.65,32631.08,29467.8,16249.33,16249.33,31264.29,13423.09,24462.0,29256.47,14874.05,14874.05,22369.36,14874.05,24462.0,16249.33,23609.53,26531.72,17958.83,17958.83,33158.34
