BFS_municipality_code,01-08,01-13,02-05,02-13,03-10,03-15,04-19,04-22,05-13,05-23,06-09,06-11,07-26,07-29,08-19,08-24,09-02,09-17,10-07,10-26,11-16,11-18,12-02,12-13
2703,4295.63,2594.8,4295.63,4914.32,2594.8,4894.66,4420.17,2437.4,2437.4,4689.64,2013.46,3669.3,4388.47,2231.11,2231.11,3355.4,2231.11,3669.3,2437.4,3541.43,3979.76,2693.82,2693.82,4973.75
