BFS_municipality_code,01-07,01-08,01-09,01-30,03-07,04-22,04-26,05-24,06-09,06-11,07-26,08-04,08-19,08-24,09-27,10-07,10-27,10-29,12-08,12-13
2703,17958.83,28637.53,32762.14,32762.14,33919.92,16249.33,29467.8,29467.8,13423.09,24462.0,29256.47,13423.09,14874.05,22369.36,29256.47,16249.33,15622.99,27316.25,17807.18,33158.34
